4497,2393,2
2452,1297,4
4507,2813,4
441,2175,3
2898,398,3
2543,1776,4
4304,3385,5
3595,854,4
116,1427,3
5268,3093,5
2435,2925,4
2211,2414,1
2504,3374,4
2760,1696,1
2108,2592,3
548,1274,2
1201,370,4
1447,2290,3
2163,2049,4
5613,1197,4
2626,1699,3
3966,1145,3
5139,3499,4
3215,2831,3
1766,1627,2
192,2930,4
5746,2271,3
160,1210,5
947,927,4
2895,3235,4
4446,2750,3
5980,572,2
3401,853,5
3682,2491,3
5732,927,4
1382,46,4
1540,1283,5
3377,1143,4
4424,577,3
3728,2551,5
4276,1141,5
3409,1815,2
3535,1592,2
528,1833,5
1732,3369,3
3117,1195,5
5987,2394,4
5197,1288,3
2589,786,3
5642,1137,5
2633,1728,4
3192,1588,4
933,2882,3
3195,3606,5
5226,2409,5
4246,858,4
5979,2477,3
650,1197,5
6034,1504,1
1032,1616,2
5852,2482,5
1522,1768,4
1342,1225,1
879,1548,3
872,1763,4
1466,2561,3
3946,857,5
3003,1558,4
2135,1334,3
1469,2650,2
1265,2644,5
972,528,2
4947,2593,5
1496,9,4
56,46,4
5802,38,1
1572,2732,5
3300,1109,4
4509,2014,3
4385,1013,5
4652,1174,3
5914,68,5
2380,2474,4
842,2644,5
565,1939,2
1129,578,4
3982,2661,3
5152,1839,5
2452,502,4
686,269,1
1732,367,3
301,1602,2
5542,1834,4
1018,853,1
751,2524,2
5290,2751,5
1610,465,3
1811,2420,4
5128,253,5
888,3183,2
3744,357,3
1591,1,3
3280,2734,4
4567,2915,2
5479,1605,4
3941,1795,1
5823,1194,5
1206,1162,3
923,442,4
1501,367,4
3760,3491,3
5299,3474,4
4681,1492,4
2795,2858,4
85,2551,5
5301,1538,3
2458,1289,3
4773,1767,4
4858,1393,4
3134,1887,2
1670,782,4
1700,1389,3
5322,2951,2
2425,905,3
1229,2229,4
2439,2001,3
5560,652,4
2877,1019,4
1604,2541,3
121,216,4
4559,574,4
1879,3587,2
5363,329,3
2965,1273,3
5172,1113,4
4436,3032,1
4800,3189,5
4932,1930,5
2947,3319,2
677,2654,2
5053,2167,4
1883,782,4
670,1283,4
4333,322,3
1973,2935,4
5102,3024,3
523,540,5
4343,2807,4
5527,1000,5
4665,3177,4
5396,1731,1
3411,1511,4
2664,2056,1
5160,357,2
4219,2170,4
5356,2551,5
3107,2154,3
5613,1206,4
3100,2072,4
2655,1436,5
3879,1115,3
2423,2511,4
1127,1148,4
2970,1152,5
2128,3511,3
970,1548,2
4741,3035,4
1754,0,4
4577,1047,4
705,2697,3
4353,398,4
5465,1094,5
3750,2476,4
4410,843,5
5683,735,1
4672,1024,5
794,2125,4
3517,850,5
5439,1086,4
2819,1117,5
3309,1137,5
1675,334,4
5263,2047,4
2776,448,3
1116,2592,3
1302,676,3
5642,229,3
3209,1773,4
4350,464,3
817,2474,3
3463,3023,3
5321,2812,2
4113,1292,4
287,3655,4
1610,1020,4
1940,439,3
2871,156,5
5737,1103,4
1149,707,5
1883,1115,3
865,1101,4
751,2104,3
771,2667,3
503,856,5
5891,1292,4
4052,1359,3
3223,2153,3
972,2505,2
2152,417,4
5830,1765,3
5811,1800,1
952,665,4
5604,309,3
4978,2822,1
2219,1855,3
3207,1271,3
395,3111,4
2908,2135,5
3206,987,5
567,346,5
4681,888,4
39,2537,3
1679,2284,5
4957,536,4
3699,3029,4
5233,33,4
4335,690,5
3273,3199,4
1425,3197,1
5442,2066,3
542,2499,3
4878,1146,3
2427,1179,5
4406,589,3
751,31,5
3824,2703,3
3966,1726,3
2328,3098,4
2528,3499,4
116,3686,1
1680,1770,4
9,1444,5
4625,1644,5
449,2970,4
1911,1007,5
3202,2925,5
2105,3539,2
5655,1050,4
5743,1974,3
2049,2141,4
4221,1835,5
5685,46,3
5358,572,4
2148,1786,3
4333,182,4
51,2890,3
5497,33,4
4783,536,3
5495,2786,4
947,2437,4
4481,945,4
1052,2113,3
3982,1301,3
4578,477,4
1956,1002,4
3647,3199,2
5787,1786,4
4285,2384,4
5052,1781,4
269,2741,4
5613,1766,4
1709,523,5
3820,1111,5
620,3257,4
2303,2359,4
1551,2535,3
5855,1834,3
4118,3384,4
5861,1690,5
3183,1987,4
1098,2872,5
4450,571,2
1003,958,4
1328,1473,4
5189,1842,3
2951,1126,5
1129,3123,5
542,1975,2
1495,2129,3
1586,2255,4
2846,1980,4
5672,2093,3
890,1723,2
2202,3154,4
5001,512,5
5663,1859,5
4088,2658,4
3264,1564,4
2169,1189,5
996,1568,4
4099,1207,4
4121,3587,2
343,1045,3
1862,856,5
2871,2676,5
2382,876,4
1033,3572,2
3692,459,4
1016,456,3
4041,482,4
4762,3503,3
1193,3020,4
6015,3148,2
4790,592,4
5811,2195,3
1336,2632,3
4243,2365,3
2771,2800,4
2564,2182,2
523,2644,5
1792,1811,4
3370,971,5
921,346,5
3777,1314,3
5081,2870,3
4154,2505,5
4168,2104,4
4887,512,5
643,159,4
4027,1119,5
205,2449,1
1583,508,2
4886,972,5
654,1207,3
4311,2686,2
1612,3145,2
2081,2122,3
6017,253,4
1004,3660,4
2303,1775,4
4166,3308,2
3617,1218,3
241,2665,2
4371,2488,4
4974,2154,4
1408,1002,5
5281,1725,1
2456,2608,4
1919,1950,4
4585,2302,5
2422,1017,4
5467,3059,2
839,3359,4
2627,3125,5
1029,3375,4
5987,2125,5
5542,1130,3
2115,2200,4
4507,2197,4
5596,320,5
1951,2472,1
292,3110,1
3264,2312,2
3617,199,2
4996,679,4
4693,1811,2
5800,3020,5
659,1440,2
2777,2838,5
5914,92,3
2723,872,2
2108,524,3
5020,465,1
3726,463,1
2958,2831,5
4979,1775,4
2571,24,5
4994,1092,5
5241,2787,4
2829,1161,4
1960,1270,4
2455,2727,3
1971,1766,5
3934,3539,4
5336,354,4
4994,1919,3
264,3121,4
1264,3494,3
2506,138,4
1529,2818,4
1353,1286,5
542,392,5
5921,294,5
2091,1079,3
2351,1235,3
5084,1759,5
3181,1011,1
4006,2729,3
4867,1448,3
2170,2717,5
1037,2657,4
5564,2395,4
5040,1122,3
1316,592,5
1523,1564,4
5346,795,4
5781,1289,3
1245,710,4
4385,2741,4
4168,2180,2
3685,3437,2
5727,1286,4
2998,1169,3
2989,1017,4
4704,1490,5
4352,2881,3
5000,494,3
1447,1230,3
1184,399,4
5474,3484,5
2450,3518,3
4925,524,4
3228,1165,2
1240,465,4
1021,2615,1
4461,2474,4
2304,1730,1
1118,1775,4
2954,1251,4
692,526,5
5348,216,3
4344,2889,4
3563,1300,4
4683,1199,3
928,2950,4
5515,2667,4
3807,2069,1
557,1003,4
3057,1487,4
2406,865,3
5301,2108,1
3539,370,4
3482,3037,4
5722,2891,4
795,2924,3
4300,1109,5
603,1301,3
4353,1274,5
913,846,4
2857,986,3
1018,2224,3
2105,2075,4
4785,3284,4
2540,2581,4
4343,2664,1
2774,1480,5
2839,2937,4
628,1835,4
5689,853,2
5219,1013,4
2167,648,5
391,2950,4
4453,79,1
620,372,1
3264,2551,4
4015,3389,3
3090,1532,4
379,528,4
1987,3306,5
1627,108,3
4343,2091,4
713,1462,4
4665,45,3
4078,840,4
3506,1124,5
3981,1180,4
1623,1723,4
3999,743,4
2888,1102,4
2367,3286,4
4343,2975,5
1697,2945,4
5013,2469,3
927,1973,5
484,1168,4
668,2378,2
797,579,3
481,1752,2
1585,1187,5
956,188,4
4226,1734,3
4185,1181,4
2452,575,5
5092,1017,3
3692,485,3
4095,1322,3
3512,2432,4
4707,3642,5
5842,2701,1
3438,594,4
5754,3185,3
3726,167,2
2831,1134,5
185,1832,5
1240,3325,4
3586,1478,5
691,1723,4
2505,836,5
5985,2849,4
5754,1108,4
1290,3084,3
4577,3042,4
4027,2630,1
4599,987,2
4566,3239,5
5537,2193,3
5622,1160,5
2065,339,5
4314,950,4
4386,1896,4
2674,23,3
1283,1110,1
5346,1152,3
5503,479,5
5187,986,5
4083,2925,4
122,2071,3
260,776,3
1591,2093,2
1679,390,1
5090,712,4
5258,3484,4
2040,984,3
2495,1127,4
444,1731,4
3617,265,3
1334,1045,1
2933,882,3
3651,2154,4
1163,2882,3
4311,3455,4
191,950,2
676,1305,5
3806,1401,4
1133,998,4
2793,693,3
3928,2393,3
4682,2215,5
1599,1011,4
2124,24,4
5884,2776,2
191,154,1
5014,500,4
5385,2076,4
2580,1202,5
5348,2875,4
4597,2729,4
3421,795,2
3421,1521,4
2377,3021,2
2736,984,5
2020,266,1
962,1273,2
400,1273,3
5971,2393,3
654,2665,3
2425,309,4
4025,959,3
1578,1817,4
4679,984,3
953,2831,1
4386,1903,4
5990,2750,5
4106,650,3
1630,1631,3
1575,992,4
5972,1792,2
1450,1974,4
1272,1105,4
3728,60,4
3326,283,2
116,2328,4
5895,98,4
4309,466,4
3231,1587,3
3761,1922,2
476,838,5
3028,600,4
4727,1451,5
3803,2380,3
4495,1502,4
2648,2818,3
1740,1735,5
620,1219,5
1894,370,4
2009,2182,1
2810,3256,4
5681,334,5
3050,3147,5
1202,166,3
2183,2546,4
921,712,4
3370,1738,4
1752,857,5
6035,1735,4
5572,2846,4
2241,245,4
2163,1907,3
1392,465,4
1394,3692,4
3684,1080,4
1711,1168,4
5769,842,5
5003,1004,5
1596,1047,3
549,1587,4
492,2778,2
2933,3342,4
2180,2438,3
4121,2205,2
3840,2795,5
3652,1101,5
342,2362,5
2224,574,3
2165,1545,4
1119,1820,4
5811,2228,4
1857,1120,3
2222,3020,3
2410,2167,5
4455,579,3
5250,3598,5
5315,2960,2
3261,2495,1
2628,795,4
5110,1842,5
5112,2519,4
3658,2741,5
4595,2221,3
1437,440,2
3977,442,5
3770,1799,1
1886,592,4
548,536,5
2528,287,1
3712,31,3
5099,1122,5
1792,159,3
4410,24,5
880,1612,2
2799,798,5
4773,258,5
1857,1194,5
3024,1893,5
5155,3440,3
1253,2270,4
4000,2222,3
5787,1965,1
4525,2891,3
470,2809,5
3694,1039,4
367,1816,3
4447,2352,5
3432,1454,1
4591,2331,1
234,3357,3
3841,3285,1
4625,2105,2
1270,701,2
1259,3508,3
1326,346,5
1368,967,2
1206,3247,2
3381,2197,4
2055,2512,1
5529,739,3
3463,2551,4
5830,2072,4
4949,1511,2
3340,3146,5
587,707,5
2241,1564,3
5270,2831,4
5500,347,4
5396,2274,2
5089,2093,4
3032,2463,4
397,1102,4
3957,1708,1
4620,3336,3
2115,1301,4
194,1534,5
730,524,5
397,33,4
3278,1820,3
2236,2634,4
993,2007,4
1464,1089,4
4606,3368,4
4482,1291,2
3617,1183,4
4244,1444,4
4787,1179,4
4168,551,3
2525,3537,3
2028,2449,3
1284,838,5
3559,354,5
3181,806,3
5221,2498,1
3066,2431,3
603,2080,2
3206,1283,5
1229,420,3
945,106,4
1693,1871,3
5108,992,4
4349,594,4
1631,3580,1
5662,2081,3
1129,2831,3
4887,862,3
5802,1409,3
3390,2225,4
3383,2246,3
3279,3508,2
1149,2945,3
2900,2814,5
1872,2608,4
769,101,5
3056,2368,2
5418,3227,3
272,573,3
183,1919,3
4213,2850,4
3066,1889,5
1921,319,3
410,1923,2
2644,1436,3
587,2878,3
529,1054,4
4678,2371,1
4039,1808,4
3179,98,4
4588,2755,5
5172,2409,4
4854,1393,5
779,611,1
2792,1133,5
4185,465,3
5368,1362,1
4559,1569,4
3390,2210,4
2941,2440,5
1945,1113,5
4908,2368,4
5320,1053,3
385,514,5
4649,224,4
2087,190,4
5156,1138,4
3307,780,3
3306,1440,4
519,701,4
1483,1126,4
5686,2657,5
1647,2568,5
4727,2091,3
4525,2550,2
2894,842,4
3708,1298,3
4414,2885,2
4344,1103,4
1127,1209,3
2908,366,4
1014,3256,4
3678,1575,4
2471,3308,3
5073,1730,4
4259,412,3
1168,1923,2
3214,2644,2
3994,977,2
1684,864,4
5316,677,4
2752,2712,5
390,2168,1
5177,2195,3
3768,2668,3
4311,307,3
4332,2933,4
1405,3020,3
4240,857,5
150,249,3
2465,2580,4
4134,1568,2
475,1470,4
2855,1837,4
4735,2937,5
4608,1161,4
4378,2072,3
4276,2464,4
5748,1151,5
3593,1929,2
3425,15,5
2822,798,5
839,2489,5
1293,3320,4
1696,85,3
4698,1479,3
275,1351,3
437,3109,3
3962,1172,4
2603,2741,3
2262,1779,2
1644,3590,5
5666,1767,5
3310,3284,4
1779,853,3
1262,648,2
5396,1322,4
2144,991,5
4332,3385,4
3791,157,3
1086,1820,2
174,1304,3
3086,2230,3
4554,2859,4
766,2628,4
4634,3332,3
4049,1499,4
5270,2991,3
1625,3608,5
3728,1085,4
2993,358,2
106,2694,3
1344,902,1
3847,858,5
1696,370,5
1896,500,4
342,1814,3
4760,309,4
1697,202,3
1359,2697,5
336,478,4
2084,2512,5
1919,358,4
2236,2940,4
4059,182,4
129,2154,5
650,1129,4
3849,2156,4
5392,2228,4
5654,1651,5
4063,1111,5
1017,1190,4
2814,578,5
3134,846,3
3003,5,3
5830,537,4
5635,3185,3
3379,3284,3
145,3121,5
4432,3127,4
4616,1453,3
5305,2409,4
801,106,5
302,3692,4
1185,592,5
2056,10,4
2162,358,5
2786,3484,5
4322,2701,3
4909,465,3
3190,986,2
2062,1014,3
1111,2070,2
3124,1471,4
5650,101,4
4816,24,4
318,2885,4
5106,1619,3
228,821,3
221,1102,5
354,2122,4
1388,2924,5
3779,2982,5
5305,338,4
174,1168,3
5085,1017,4
1297,1434,3
2992,1162,5
4006,1539,1
1252,2894,1
2157,512,4
2751,1132,5
3351,1971,4
2188,2156,4
5921,3262,4
2258,338,4
2609,2581,4
2456,1826,5
4801,225,5
1501,3011,2
1824,738,2
5015,2040,3
5994,579,3
934,1153,5
5549,2156,4
3352,1842,5
6015,2937,3
5108,2137,3
3614,581,4
5275,33,4
406,2593,4
86,574,5
4887,1368,4
1919,3393,3
4114,827,5
1840,2644,5
4271,2812,3
4248,837,4
342,38,4
4350,1690,3
4421,1787,4
745,352,2
3823,2878,3
3697,2508,2
1821,3239,4
5550,3330,4
3649,339,4
2626,1615,3
1118,233,3
5579,1963,4
1646,660,3
3767,2501,3
5036,2397,3
3710,1448,5
4978,1053,2
194,712,5
548,1788,3
3913,49,3
5412,1575,5
590,3041,1
1388,1951,5
4903,1104,5
3053,2490,1
851,2122,4
1657,1159,4
2877,2328,4
2891,631,4
3256,1814,4
2163,1880,4
201,1197,2
5311,1240,4
2009,369,2
1802,92,4
2789,1930,5
4957,2379,4
5889,2884,3
1318,400,4
3284,2738,2
5575,1102,3
2326,3051,2
3414,2669,4
4509,1487,3
2186,703,4
4063,1116,5
3992,2196,4
133,1470,1
2382,477,4
423,571,3
423,1907,4
198,1473,4
328,1865,3
530,1711,2
1483,49,5
4944,837,3
2328,1832,3
2795,1240,4
2097,1152,4
1316,2491,3
930,844,5
3024,2839,5
2775,572,5
5873,2940,3
686,1086,5
3096,3168,5
6000,3149,3
576,1124,4
1687,0,4
5711,2290,5
6013,1561,3
1390,919,3
4224,2703,4
2584,1481,4
3584,3229,2
2457,1125,2
1139,3420,4
1406,3648,5
4592,1043,4
2230,2199,5
5433,1187,5
410,1568,2
849,2951,3
3506,1735,2
3674,526,5
3195,2270,3
545,2456,2
3137,2795,2
5617,3235,5
717,2980,3
2074,1016,2
816,1002,5
122,2580,4
4696,2512,3
4629,2197,4
471,2701,2
5711,2090,5
2343,2194,4
4259,1963,3
5615,2778,5
5040,526,4
1499,228,3
288,1255,4
3969,1024,2
834,1480,5
5696,2859,5
3970,2449,4
701,38,4
256,442,5
569,246,4
928,2326,4
162,1687,2
3276,3491,3
5116,1842,4
39,1272,4
1284,1877,5
4542,535,3
1631,3254,2
1440,1791,2
969,2197,5
2382,1168,4
1009,1958,1
3241,1054,3
5656,215,3
2167,3500,5
1307,287,4
4994,25,3
519,524,4
2051,2511,2
2302,1161,4
5419,2362,3
3525,1089,1
3057,1181,5
2743,2813,1
2965,1331,4
1821,1823,4
5366,795,2
3969,1531,5
4946,1129,5
318,1505,3
2845,1003,2
3168,817,2
1146,883,4
4507,2808,3
1835,2125,5
1161,2478,3
1448,3500,3
3231,1523,3
3127,965,4
4517,3188,5
1537,99,3
3476,2356,2
2539,460,5
1521,2848,4
4311,2583,3
2180,2102,4
5432,1631,4
1674,712,4
3694,2831,4
3264,2793,3
306,1759,5
3037,2362,5
3617,514,3
3004,2137,5
4456,3452,5
405,1817,3
336,517,1
3835,2302,1
5073,274,4
5141,3066,5
2775,1039,4
61,2327,4
3788,1814,3
2314,474,2
952,842,5
4949,1104,5
4268,1511,4
4251,92,2
148,3022,2
2062,2832,4
745,487,1
1192,1276,2
3208,405,1
5683,3125,5
2089,1423,4
799,1937,5
4904,853,4
2966,1777,4
3542,434,1
5830,3262,4
5360,575,5
4774,2551,5
5784,2644,5
3655,3006,2
3490,87,4
5426,1118,5
764,2256,2
880,2164,4
3311,1143,4
1836,1959,3
5536,2814,5
2240,947,4
3617,1939,3
328,2364,3
5753,1833,5
2856,2800,3
1450,1332,4
4747,1568,5
5219,966,4
3298,1013,3
4385,3283,3
3247,3627,1
1163,2099,3
5549,1161,2
3518,3522,2
530,1564,3
2165,3021,5
4082,1268,4
4040,2377,4
288,3144,4
1421,1378,3
3364,3265,5
3545,2752,5
3575,1734,3
3338,106,5
5195,950,2
5107,2523,4
5414,2891,2
4783,600,4
3296,115,3
115,1161,5
1376,1461,3
4022,2167,4
675,1391,1
548,2179,4
5615,3264,3
2898,3091,5
4496,3559,5
587,568,3
4453,2464,1
4267,3157,3
2546,712,5
5425,2496,4
3168,1833,5
1379,1423,4
3200,2973,5
5606,3284,3
3781,1877,4
4971,1046,3
408,3207,4
4770,2160,4
4695,2214,5
3241,2211,2
25,329,3
4446,2087,4
794,1540,4
4866,847,4
5787,1795,1
95,1480,4
3792,2304,3
1339,1871,1
2054,1842,5
2989,1009,4
3066,3640,3
456,540,3
962,3237,3
57,735,4
3519,170,4
1327,1102,4
3815,2221,3
4619,1587,4
2207,2093,5
5907,287,4
578,1173,4
1879,3309,4
3649,723,1
4534,1731,4
3393,46,5
3997,1676,4
395,347,4
4447,2134,5
5594,1473,4
4531,2701,2
1940,690,2
1112,2966,4
3227,2277,5
2164,798,5
27,1782,5
227,3268,4
1859,3618,4
4083,2951,4
2243,309,5
1951,3640,2
1302,857,5
4935,2153,2
6004,1247,4
4176,2773,3
5145,2669,3
3062,1119,3
2797,1119,4
5879,572,2
2452,84,4
1032,3211,2
5279,2741,5
4747,2407,3
402,3285,4
3442,240,3
4245,958,5
4974,1769,5
5340,3148,1
1912,2368,5
5915,1227,2
3791,1452,4
2859,1779,4
4860,3053,2
1721,2803,4
3212,2838,3
3920,309,5
1997,3655,4
3538,2463,4
3998,2222,3
2540,582,3
2917,1458,3
2865,2663,3
2269,465,5
5774,2091,5
5304,1566,5
2041,1956,2
1736,1793,2
4955,1625,4
3728,2771,3
2184,2831,4
168,1013,4
2014,2183,5
74,581,3
5344,482,5
4410,423,3
5160,338,3
4729,3512,4
1464,1155,4
3634,2814,5
2038,1202,4
634,3365,4
2135,130,3
1371,2495,4
1646,505,3
2299,3252,4
5653,1255,4
729,248,1
1957,2280,2
3962,1115,4
4963,296,2
1361,2750,3
3359,3614,3
3799,2204,3
203,1287,1
4637,2156,1
4628,2778,3
109,3374,3
3307,2195,5
2350,1768,4
1961,2841,4
148,1877,5
4081,1210,5
1896,56,4
5141,3271,4
1210,2944,5
3452,12,3
4093,1436,4
4770,1001,4
1087,2246,3
4270,3482,4
5417,2768,4
3482,2480,2
3271,2944,4
1125,2495,1
2828,1083,3
272,354,4
1623,1871,3
5937,1258,5
1538,842,5
4505,1086,4
3668,202,2
1846,981,4
4293,2512,2
1114,1808,5
3276,3031,2
5766,1020,5
549,517,4
6024,1795,1
2698,1687,4
5171,887,4
5964,2796,2
169,1123,5
640,1877,5
2994,2537,3
2965,1913,4
4166,878,4
5879,512,4
5721,1038,1
2059,1240,3
5775,578,4
1328,1423,4
3888,156,4
330,479,3
1152,3169,2
4561,2700,3
5604,1726,1
5626,2203,3
4665,1769,3
788,2483,3
1055,2776,1
4179,2581,3
4844,867,4
5432,2115,5
4048,2212,1
2996,3296,4
1639,1696,1
5653,456,2
3402,3113,4
4265,3268,3
3203,346,5
1365,1730,5
1394,1287,4
5523,738,3
2055,1834,4
4040,2736,4
4050,2084,4
2483,38,3
1086,3616,5
2861,1137,4
3050,1277,1
730,2982,3
2033,338,4
868,463,3
5885,369,1
452,1012,3
4386,148,4
4788,217,3
4866,1183,4
423,2747,3
4472,3384,4
2968,1448,3
1748,290,3
3854,2884,4
1627,101,4
2785,2799,4
947,1151,4
4445,578,4
2572,1013,4
4226,3192,1
4647,2468,4
5870,1497,5
198,1205,5
2118,1247,4
5241,2482,4
3398,1939,2
5463,1089,5
5737,501,1
854,1401,3
3475,3177,1
4366,853,5
5403,2156,4
3079,1120,5
2029,2436,4
4599,2188,2
4178,861,4
4379,2703,3
2819,3034,2
4044,1150,5
926,1699,1
2864,3292,4
3583,626,3
5089,2207,5
3146,2787,4
2281,792,3
3815,3388,3
4477,1607,2
5743,347,4
697,1928,4
4770,1127,3
2742,1423,4
3682,2688,2
3877,1877,3
1049,1706,2
4160,3554,2
576,1471,4
4542,371,3
128,2701,3
546,3541,4
2210,2702,4
1167,1871,3
3969,1766,2
4807,2662,4
4570,573,5
1161,1155,5
2655,2593,5
1833,1020,5
2425,1130,4
928,3024,4
351,2339,3
3512,1012,5
2437,2270,5
1344,1094,4
3538,1423,4
4286,1253,4
4149,2898,3
4957,3106,2
2962,239,2
3140,1726,3
2732,290,4
5567,2252,4
3031,738,5
81,1240,4
5674,1453,4
2743,1972,1
717,2676,4
540,1020,5
5231,1980,2
3966,1919,2
4714,2134,4
2444,1173,3
2091,3365,4
3490,3396,2
1987,1569,3
437,1285,1
3188,2897,4
2083,2122,4
2135,3209,4
5569,1012,4
5242,465,2
4319,2750,4
3907,2902,5
604,2499,1
2593,698,4
5328,2892,4
3412,3642,5
2174,2489,5
1767,2114,3
4979,3283,3
4771,2846,4
5963,2248,1
4724,2952,3
3043,3249,4
542,478,3
2152,1017,3
122,2130,5
5554,1161,5
2628,1149,4
1997,1157,3
351,413,5
5105,465,4
677,1855,3
881,1401,4
2240,2729,4
5280,575,4
4672,3308,5
788,216,5
385,1558,4
5760,3021,4
1596,3021,3
1016,2368,4
1229,1842,4
4971,1798,4
1292,733,3
880,3018,4
4063,1331,3
548,2509,3
1432,1423,3
117,1143,4
637,2258,4
2210,3302,4
4818,2171,4
5810,1987,4
5727,249,4
5573,1161,5
3299,1759,4
94,2160,4
137,27,4
5997,2176,1
2382,579,4
3559,3123,4
2072,1301,4
1604,537,3
4000,1260,4
1732,1075,1
2435,3432,4
779,897,5
443,3207,4
974,20,1
5554,1841,1
437,2433,3
4195,3278,3
2500,2369,3
1180,2534,4
3692,2885,3
1665,1207,5
1850,1332,3
4836,2502,2
1180,2267,2
3640,3375,2
5705,1409,5
686,17,5
4276,2487,4
1986,3374,4
5698,2501,4
2807,16,4
5783,673,2
334,1133,2
191,966,4
2894,1169,5
5341,1105,4
2029,2433,4
5681,366,4
3546,1536,4
4343,2163,4
5336,1267,5
3855,2369,3
1868,1109,5
688,453,4
1198,1612,4
4020,2452,5
1957,2172,3
3753,1882,4
1039,1191,5
3270,1149,5
1502,2496,3
1827,2891,3
4039,1611,2
3619,145,3
1876,3625,4
2823,701,3
1539,847,4
3291,1412,5
5386,1209,4
3066,3642,5
2871,559,4
5830,1690,3
3557,5,5
1537,570,4
2945,525,2
969,2006,4
1530,2093,5
455,966,3
2943,309,5
204,1094,4
2933,1108,4
5635,1109,5
2402,1168,5
4159,1930,3
3846,1913,3
6036,1945,3
4268,946,3
2900,2552,4
698,445,2
3364,3161,3
1672,3689,3
3,253,5
4949,47,2
5393,2102,4
5418,1955,1
72,2417,3
4386,626,2
4304,1837,3
3309,1254,4
1721,192,4
5216,3293,3
5511,572,4
2115,1364,3
4906,2970,5
318,2102,4
4226,2187,1
4138,273,4
4886,3447,2
4639,578,4
530,3319,2
5457,3466,2
5715,1499,4
1638,1737,5
3941,1012,5
6001,3113,4
5358,1126,5
41,1204,4
2177,1884,5
5045,3655,4
3550,500,5
4166,1273,4
4408,2786,4
1395,2807,4
3545,1162,3
3149,1612,4
4343,2581,1
4301,2338,3
1835,2551,3
3966,291,4
12,309,4
2624,1231,3
428,3015,3
2002,1819,5
4116,1478,5
1488,3292,2
4182,1485,2
1679,75,4
4942,1049,5
309,1782,5
5832,2478,4
4681,846,4
4317,2070,3
4059,1452,4
2894,2591,3
5265,2878,5
3064,2484,3
5381,1818,3
4571,1459,2
1320,2768,3
603,2505,3
5752,2736,5
1607,2478,1
3335,3432,4
1649,1007,3
5326,577,4
1243,1499,5
5046,3435,3
5147,2644,5
2856,1471,3
3312,108,4
5546,101,4
