0,1,2
893,147,3
13,872,3
710,420,4
301,562,3
49,919,5
342,15,3
463,544,4
269,636,3
425,827,1
622,15,4
774,168,1
287,268,4
829,198,4
737,47,3
894,472,3
936,717,2
788,211,4
271,203,4
693,1311,1
291,365,3
347,147,4
459,333,3
612,117,4
487,98,5
512,527,5
532,26,3
894,1379,4
5,372,3
595,546,4
312,520,5
514,384,3
334,421,4
748,168,3
219,303,4
847,288,4
215,168,5
291,1077,4
552,1014,4
279,1480,3
313,502,3
125,734,3
227,9,3
216,833,2
201,556,4
104,871,2
18,86,4
876,523,5
95,715,1
788,1042,3
211,300,2
659,705,5
501,741,5
452,947,5
303,805,4
897,826,4
318,451,4
69,302,4
271,269,4
313,192,3
456,232,2
425,227,4
682,179,4
32,455,2
293,414,4
392,1142,5
464,510,4
488,328,4
28,322,2
244,780,4
416,916,3
654,70,4
864,629,3
201,537,3
851,912,4
347,223,4
200,673,5
87,88,5
308,649,4
910,3,2
701,316,5
664,306,4
807,144,4
159,127,5
345,285,5
53,96,4
180,121,5
6,304,4
433,205,3
734,98,4
694,230,4
805,191,4
913,173,5
279,1047,4
682,204,3
46,125,4
60,445,5
342,132,5
552,282,3
176,111,4
896,774,3
745,50,2
159,9,3
90,721,3
645,216,4
643,969,4
450,1444,4
935,127,4
455,40,3
119,685,4
534,628,5
851,92,5
450,467,4
293,180,5
363,737,1
673,896,5
426,289,2
91,495,4
323,289,2
334,239,3
837,125,5
851,815,3
591,322,2
686,26,5
653,371,1
916,24,2
554,133,4
533,174,4
154,302,4
60,186,4
370,604,4
934,161,4
922,175,3
286,155,4
622,127,5
244,367,1
130,1047,5
235,174,4
87,180,4
256,679,3
800,25,4
504,288,5
422,257,4
592,1014,4
435,953,3
703,293,4
661,216,5
752,325,2
326,720,2
23,116,5
901,636,2
59,83,4
532,242,4
711,317,4
271,530,4
152,559,1
13,387,3
719,69,5
295,405,5
831,317,4
574,333,3
408,689,3
660,175,3
308,1252,3
630,172,3
856,310,3
135,173,4
250,56,4
121,156,4
707,83,3
73,382,4
919,1514,2
99,313,5
882,211,4
531,302,5
450,1222,3
868,398,1
404,294,4
91,735,4
880,272,5
59,418,2
784,268,3
663,98,5
823,721,4
83,732,4
607,474,4
407,519,4
373,131,4
498,229,2
732,882,5
561,163,3
175,187,4
44,274,4
314,332,5
782,880,4
785,12,4
553,190,5
709,79,3
1,174,5
608,1115,4
293,27,3
88,308,4
311,70,4
521,183,3
738,528,4
601,178,4
583,524,5
749,232,4
343,568,1
272,194,5
145,1040,1
757,228,4
130,1245,3
479,122,1
109,472,2
18,275,5
493,411,1
201,198,4
270,741,5
506,661,5
94,961,4
336,1094,1
807,289,4
532,879,3
682,255,3
276,462,4
577,665,4
718,750,3
236,133,5
373,735,5
192,258,5
305,806,3
298,502,5
325,71,3
663,192,4
13,763,1
407,239,4
97,133,1
533,823,4
103,301,4
145,696,3
590,1129,3
774,56,2
334,488,5
592,705,5
303,421,4
214,896,4
356,300,3
235,1,4
450,474,5
548,581,4
627,176,5
64,423,4
587,1265,4
543,528,4
227,411,4
642,202,3
231,50,4
329,483,4
892,405,4
83,1060,3
230,418,5
934,225,2
194,864,2
479,131,3
72,203,3
393,1225,3
545,326,3
637,690,5
327,55,4
298,625,4
927,1016,5
279,919,3
13,179,2
600,210,4
406,10,3
104,823,1
133,286,2
885,423,4
90,543,3
274,815,3
894,922,4
256,1046,4
796,493,3
291,562,4
875,481,5
234,1168,2
655,134,4
730,873,2
194,318,5
627,210,3
780,508,3
483,365,2
870,239,3
405,1441,1
892,765,2
6,151,3
64,516,5
716,471,2
506,211,4
880,793,4
893,1012,3
355,264,4
363,571,1
933,172,2
123,847,4
650,751,2
305,863,4
13,452,3
538,385,3
269,447,3
548,466,5
707,64,3
59,489,4
23,219,1
648,204,5
807,541,4
417,230,3
60,659,4
421,117,5
470,7,3
656,272,3
854,696,2
21,323,2
669,125,3
15,925,2
932,484,5
21,263,1
749,1013,1
303,800,3
694,318,5
585,45,5
541,8,5
537,770,3
795,10,4
178,385,4
463,596,3
867,1,4
72,191,5
892,393,4
65,328,4
655,296,4
54,258,4
374,124,3
847,220,4
181,866,1
920,288,3
330,357,4
416,531,5
334,1137,4
269,239,2
342,478,3
821,106,2
213,448,4
776,443,3
897,193,3
655,302,4
118,185,5
669,96,2
425,176,3
23,961,5
919,200,4
943,229,2
629,319,4
125,357,3
911,655,5
884,462,4
22,173,5
26,25,3
178,281,3
450,158,3
741,288,4
910,313,4
686,209,5
74,508,4
504,122,1
417,270,2
269,856,5
839,532,3
904,117,4
234,694,3
653,742,3
640,354,4
826,1091,3
222,577,1
745,205,2
333,520,4
74,307,4
793,109,4
518,1079,1
495,200,5
378,572,3
795,405,1
894,923,5
655,1479,2
311,416,4
7,465,4
868,998,2
210,708,5
311,69,5
210,420,4
260,333,4
393,48,2
479,195,4
434,844,3
537,433,4
435,546,4
640,578,3
311,127,4
931,896,3
424,989,2
758,212,4
286,747,4
903,30,5
818,271,4
99,926,3
894,14,4
663,597,3
299,216,5
536,215,4
244,118,2
830,790,1
429,338,3
826,624,4
308,1021,4
378,432,4
181,280,4
20,144,2
339,217,3
567,1020,3
416,257,3
271,224,4
267,187,5
886,364,3
1,190,5
188,864,2
117,1165,3
896,1018,3
520,302,3
551,833,3
913,96,5
303,100,5
514,647,3
484,684,5
297,31,3
666,1045,4
749,226,4
308,213,4
695,748,1
125,498,5
932,679,2
747,529,5
363,212,1
747,939,3
345,846,4
745,520,3
595,273,3
737,196,3
889,65,4
95,89,3
815,732,5
339,649,5
634,269,4
593,174,4
669,12,5
224,658,1
360,271,2
389,202,5
727,578,3
469,199,4
561,97,3
537,30,3
852,546,4
587,260,4
263,79,4
128,340,4
463,472,3
94,722,2
330,588,5
798,827,4
65,514,4
184,813,4
506,1073,4
499,136,4
853,1025,4
279,319,4
452,494,5
892,449,2
145,789,4
584,222,4
606,258,4
850,8,5
535,482,4
554,1,3
642,237,5
331,947,5
846,73,4
524,23,5
653,229,3
536,98,4
389,1168,3
645,656,4
899,228,3
253,96,5
806,204,5
184,836,4
438,257,4
181,455,1
747,467,4
923,281,4
299,144,4
407,157,2
938,243,4
607,238,4
758,425,5
248,69,1
874,197,4
883,490,4
622,69,4
786,9,5
429,202,4
178,658,5
537,178,4
915,691,4
244,7,4
5,432,4
794,248,4
7,356,4
263,87,4
826,684,3
751,193,5
558,137,4
468,238,3
709,385,4
347,501,4
579,100,4
913,168,4
497,568,3
870,554,2
379,395,2
338,212,4
343,77,3
159,412,3
292,1073,5
498,59,4
682,47,1
214,568,4
464,322,3
201,425,3
538,28,3
733,322,2
618,497,2
367,637,3
95,15,4
58,240,4
43,52,4
380,416,2
524,568,4
450,618,4
269,176,2
297,197,3
407,258,4
758,576,4
109,218,4
484,227,5
615,175,5
618,125,3
892,300,4
537,306,3
683,289,4
683,22,4
62,116,3
13,416,3
30,678,2
453,67,4
262,786,3
499,663,5
389,50,5
504,56,3
407,185,5
642,231,3
6,193,3
6,405,1
911,26,4
674,127,5
321,116,3
776,510,5
680,408,5
804,588,4
635,879,3
13,870,3
70,222,4
94,185,5
244,80,3
666,696,3
709,747,2
283,95,5
233,57,5
916,764,3
208,371,5
560,478,4
551,587,4
64,214,3
344,129,4
28,145,3
585,557,4
361,213,5
835,928,3
738,152,4
349,121,2
498,657,3
710,187,5
293,1208,3
721,334,1
42,173,5
194,628,3
620,7,4
730,294,4
796,751,5
216,204,4
666,866,2
504,386,3
821,993,4
62,215,3
554,95,4
749,64,4
198,153,4
295,226,4
279,13,3
916,476,2
625,209,3
592,288,5
270,257,4
560,13,3
896,179,2
38,627,5
62,232,3
308,517,4
268,182,4
598,300,4
398,174,5
559,398,3
14,222,4
870,70,4
283,432,5
12,28,5
874,125,3
820,301,2
719,79,4
406,474,5
49,54,2
479,546,2
322,318,4
95,135,3
379,527,3
392,482,5
373,1119,5
454,300,4
432,864,2
354,1119,4
92,1214,2
667,427,5
504,756,3
334,742,2
917,473,3
429,455,3
186,294,3
741,1090,1
775,286,4
495,636,3
588,301,5
506,33,3
894,292,4
16,273,5
487,566,4
429,284,3
221,154,3
910,210,4
363,511,4
117,15,5
458,425,3
334,7,5
416,250,4
908,192,2
883,81,5
745,285,1
103,255,5
588,239,5
371,179,3
393,683,4
694,1203,4
892,174,5
669,56,2
474,137,5
703,118,5
154,482,4
313,608,4
6,56,4
837,250,2
406,382,5
267,229,4
378,43,3
659,794,3
396,841,4
275,191,4
716,178,5
45,1001,3
435,23,4
285,286,3
889,22,3
495,385,3
815,1078,2
916,217,4
90,430,3
642,233,4
280,69,4
789,1161,3
314,423,4
116,137,2
833,1214,4
557,750,4
452,515,4
113,126,5
69,742,3
564,313,4
533,651,4
449,459,4
270,574,3
871,510,3
72,566,4
714,257,3
272,521,5
363,699,2
405,1099,1
279,211,4
464,1025,2
618,239,3
59,286,3
184,231,3
201,642,4
189,531,3
424,508,3
195,1030,2
864,258,5
60,506,5
181,1284,1
780,657,3
593,735,4
139,744,5
714,15,3
389,205,4
92,977,2
18,630,3
618,385,4
916,944,2
293,460,3
601,357,4
864,357,5
823,50,5
880,541,2
506,8,5
334,1132,2
501,293,4
707,1211,4
504,731,3
452,609,4
344,71,3
261,300,5
92,692,4
833,144,4
387,558,4
919,687,1
268,484,4
892,214,2
781,195,4
887,411,4
624,831,3
221,467,4
886,239,3
182,596,5
655,475,3
887,151,5
66,877,1
85,639,3
840,638,3
865,271,1
326,510,5
201,292,3
283,216,4
177,334,3
90,837,5
298,356,3
488,286,1
660,271,3
937,408,5
880,781,3
655,393,2
128,949,4
94,720,1
271,141,4
606,201,4
538,187,5
746,196,4
592,178,5
632,71,4
721,1393,3
374,229,5
804,118,4
280,723,5
527,588,4
937,297,4
600,82,5
731,196,5
851,1016,5
506,183,5
253,485,5
295,174,4
7,22,5
200,462,4
452,197,5
460,288,2
805,603,4
317,322,3
311,239,3
501,1081,3
361,111,3
617,774,1
198,1,4
938,276,3
481,66,3
643,215,3
226,92,2
407,371,2
617,98,2
734,294,1
606,475,4
622,86,4
150,458,4
387,513,5
552,748,4
207,239,3
746,208,4
722,866,4
223,682,4
936,1011,4
707,778,3
298,88,5
145,250,5
839,123,3
286,315,5
374,818,3
639,519,4
8,227,4
821,357,5
834,347,4
110,315,4
771,71,5
262,568,3
908,515,4
234,1198,3
731,480,4
612,259,3
194,203,3
15,929,1
648,368,2
276,1483,3
813,988,3
161,487,3
533,1173,4
308,616,2
407,152,4
222,318,5
892,79,5
196,1241,3
764,1,4
442,117,3
500,919,3
342,792,3
665,845,4
798,377,3
42,939,4
332,350,4
881,227,4
172,612,3
551,164,4
128,588,5
500,660,2
314,215,4
334,322,3
697,260,3
422,222,4
537,209,4
354,190,4
308,209,4
942,323,3
338,990,4
500,1057,3
911,134,4
716,31,3
425,259,1
207,131,3
537,205,5
669,302,4
846,660,3
425,385,2
181,6,1
120,121,4
293,177,4
821,237,5
43,202,5
70,257,4
551,790,2
41,100,4
49,85,3
85,498,4
655,60,3
653,226,3
746,232,3
210,200,5
645,675,4
561,202,3
327,583,2
590,547,4
405,702,1
367,53,4
215,357,4
387,243,1
308,634,4
389,401,3
10,498,5
99,508,4
358,529,3
788,125,3
504,300,4
719,121,1
56,408,4
862,141,4
482,50,4
843,672,3
889,519,4
554,68,2
119,1262,3
763,609,4
603,474,4
47,301,4
670,474,3
593,100,5
334,1198,3
172,514,3
548,15,2
279,33,4
537,349,1
566,77,4
222,678,3
592,678,2
497,864,3
23,463,4
705,38,5
235,69,4
722,546,3
311,366,5
637,833,1
343,521,5
380,479,4
264,558,5
540,150,3
934,162,3
655,782,3
174,66,5
627,729,1
303,541,3
545,524,4
815,639,2
506,363,3
85,196,4
264,116,4
373,402,4
269,272,3
807,1084,4
624,15,4
875,334,4
704,175,3
271,285,4
514,659,3
69,172,5
293,636,4
160,825,2
868,568,1
913,318,4
292,64,5
506,676,1
305,338,3
234,530,4
779,1,4
92,281,3
345,111,4
707,13,4
404,901,2
487,735,4
13,91,2
566,1028,2
815,402,5
851,676,3
56,90,2
455,591,4
253,156,3
145,1033,1
214,127,4
695,307,4
862,172,5
474,463,5
280,942,5
145,727,2
417,452,2
21,288,3
154,324,2
20,210,4
747,86,5
793,50,5
734,210,3
290,651,3
94,421,4
15,244,2
342,143,5
416,768,3
393,644,3
196,845,4
90,821,3
299,640,3
239,168,4
712,755,4
827,268,4
478,658,3
391,357,5
889,1419,2
82,222,3
407,235,4
810,289,5
250,174,3
851,95,4
94,76,4
7,232,3
378,1047,2
709,431,5
43,553,4
786,4,4
606,156,4
156,205,3
825,1016,3
200,94,4
350,127,5
897,40,3
393,270,5
130,291,4
487,2,3
95,742,4
457,845,4
125,386,3
407,117,3
697,257,5
903,595,2
617,672,3
301,241,3
37,685,3
82,79,3
605,294,4
559,318,5
391,132,4
401,25,4
617,7,3
805,664,5
871,335,3
474,7,5
727,291,4
542,15,2
292,207,5
316,275,5
286,309,5
716,520,4
882,748,5
501,1278,3
189,135,4
18,136,5
50,286,2
181,1049,1
524,1107,4
459,846,4
773,11,2
454,64,4
406,196,2
238,255,3
933,214,3
242,294,4
551,346,4
286,1051,4
660,202,2
671,779,3
463,21,1
570,268,3
904,815,4
403,151,4
522,200,4
95,282,4
847,405,3
815,333,3
919,740,3
606,1149,4
20,1,3
1,114,5
932,650,5
817,546,4
892,133,3
838,8,4
902,318,5
237,498,4
440,921,5
394,416,5
561,86,4
721,70,3
416,238,4
233,276,5
653,161,4
894,306,4
523,533,4
474,178,4
42,215,5
399,1232,3
650,193,3
938,313,5
158,273,3
798,576,3
562,684,4
318,503,4
452,97,4
756,159,4
796,1407,3
494,329,3
472,1239,5
767,506,5
660,496,3
11,423,5
44,427,3
506,46,3
69,98,5
243,275,3
217,597,4
573,205,3
184,1136,4
870,511,3
354,185,3
329,705,3
486,331,2
44,96,4
344,127,5
263,199,5
299,212,4
234,651,4
389,151,4
285,319,3
537,504,3
864,1303,2
535,162,3
383,639,4
685,882,3
454,873,2
922,95,3
738,603,5
10,160,4
798,692,4
474,642,4
152,483,5
689,15,5
216,95,3
806,12,5
437,1262,3
447,281,3
11,660,3
693,177,3
786,202,4
573,192,4
699,185,4
180,403,3
22,121,3
258,313,5
301,71,4
758,273,4
416,834,3
437,381,5
81,289,3
809,272,5
648,1258,2
832,313,5
236,496,3
643,430,5
597,50,5
234,180,3
597,1534,1
394,679,3
72,644,4
535,44,4
804,568,4
428,323,3
943,127,5
447,79,3
715,1016,4
586,581,2
385,657,4
782,936,3
256,819,4
757,651,4
151,411,4
580,222,3
447,1315,4
339,396,4
455,550,4
659,1203,4
145,328,5
402,95,5
757,270,3
43,542,3
588,552,1
887,127,3
246,196,3
872,871,3
313,531,3
423,754,4
457,934,3
145,182,5
428,896,4
398,132,5
676,265,5
269,629,2
450,162,5
939,546,4
222,790,1
291,747,4
320,71,3
880,347,5
663,276,3
416,395,2
697,833,3
358,582,5
59,392,2
705,566,4
87,56,4
51,181,5
184,736,3
870,1098,4
711,472,1
373,1006,2
795,514,4
455,276,4
409,404,2
878,402,4
868,1480,1
458,513,4
687,879,3
361,1119,3
201,33,4
521,746,4
746,423,3
269,423,4
239,1204,4
71,168,5
588,658,5
804,49,2
151,559,2
533,97,2
320,172,4
693,288,2
521,144,3
115,8,5
94,204,4
320,22,5
659,176,4
283,210,5
643,357,5
643,29,2
618,676,2
194,604,3
856,294,4
6,482,4
60,172,4
683,312,3
49,151,5
625,283,3
429,277,4
610,133,4
83,543,2
429,318,5
328,447,2
346,174,5
788,133,5
332,226,5
910,1012,4
595,948,3
276,572,3
463,250,4
472,877,3
374,1194,4
577,427,4
738,211,3
450,345,2
276,100,5
286,821,4
116,301,3
704,69,3
201,676,2
496,727,5
606,168,5
807,554,4
880,684,4
854,512,3
892,465,4
43,566,3
328,216,3
387,1128,4
119,11,5
264,217,3
458,7,4
234,133,3
43,1056,3
712,495,4
72,194,4
194,648,4
932,1139,2
899,111,4
194,624,2
222,185,4
579,153,4
851,286,4
295,73,4
336,90,5
655,214,3
318,248,3
212,427,4
898,288,4
249,472,3
741,209,3
269,393,1
537,614,3
145,122,1
880,398,3
280,507,3
181,308,1
458,461,4
463,930,1
435,338,2
437,655,4
562,511,2
119,475,4
299,354,4
330,82,4
312,275,5
385,12,3
64,405,3
8,341,2
886,824,4
332,410,4
661,506,3
524,751,4
789,1,3
401,70,4
286,14,4
189,137,4
24,151,5
13,342,4
526,277,2
506,705,5
897,174,5
344,13,3
896,809,2
303,94,3
22,358,5
176,305,5
181,277,1
268,449,2
682,135,4
305,176,4
643,42,4
420,179,5
488,510,4
536,82,4
927,168,4
210,167,4
6,535,2
644,546,4
943,426,4
692,1040,2
186,820,2
299,724,3
516,902,5
934,492,4
601,234,1
655,656,3
59,1101,5
325,152,4
617,424,1
712,71,5
795,1110,3
276,12,5
825,274,4
264,168,5
447,981,2
699,370,3
711,191,5
865,71,1
397,50,5
239,50,5
128,942,5
634,740,2
665,191,3
592,1039,4
435,672,1
389,630,3
711,684,3
738,206,3
416,866,4
306,275,4
435,826,2
660,663,2
104,312,3
616,750,5
312,657,5
111,272,3
428,331,4
259,293,4
854,472,1
429,153,4
745,168,3
473,20,3
524,191,4
50,125,2
520,242,5
428,875,4
595,258,4
394,91,4
847,125,3
880,218,4
758,865,4
593,655,3
521,751,3
502,301,1
495,444,3
268,981,1
18,168,3
372,5,4
871,11,3
82,103,2
778,54,2
387,229,2
7,121,5
287,92,4
275,624,3
927,274,1
725,286,5
682,100,3
363,802,2
547,313,5
314,997,1
548,928,3
316,223,4
932,615,5
702,228,5
318,8,4
936,410,3
860,216,4
12,684,5
585,18,2
918,923,4
340,211,3
588,1311,1
928,328,3
56,403,4
798,1337,3
194,76,2
220,269,5
369,268,5
882,660,3
156,83,3
410,754,3
654,736,5
327,1170,4
850,174,5
747,634,5
655,97,3
82,514,4
694,48,4
623,603,4
379,50,4
804,646,4
594,319,3
758,168,5
669,7,3
385,53,1
385,693,4
294,323,3
660,272,4
450,273,3
615,302,4
555,195,4
773,187,5
401,501,2
711,713,3
301,678,2
328,135,3
332,233,4
234,241,2
7,451,5
286,142,4
847,174,4
146,245,5
109,357,2
747,531,4
778,168,5
682,386,2
366,201,5
440,690,4
48,194,4
708,1061,3
507,306,5
271,414,4
159,103,1
119,930,3
886,240,3
122,792,3
487,55,5
18,612,4
870,945,4
26,274,3
218,164,3
472,338,4
338,170,5
554,542,3
174,98,5
707,1401,3
334,307,3
150,410,4
593,313,4
276,82,4
885,70,5
83,95,4
716,56,5
796,243,3
541,99,4
210,210,5
391,772,2
766,205,5
642,51,5
449,1404,5
334,265,3
57,126,3
436,469,3
554,252,4
684,121,3
130,125,5
382,171,3
605,523,5
389,1197,3
101,412,2
892,8,5
390,13,2
601,191,4
606,58,3
916,265,4
469,306,4
457,673,4
560,258,5
457,31,4
407,708,3
18,705,3
267,238,4
174,655,5
416,690,5
536,227,5
935,257,2
805,235,2
256,728,4
320,129,4
73,188,5
323,678,2
78,294,3
185,845,4
405,729,4
887,760,5
380,663,4
540,270,4
406,411,4
638,403,3
159,272,5
487,366,3
253,568,4
551,273,4
594,181,3
452,7,5
848,478,5
551,686,3
361,333,2
682,942,2
221,79,4
230,28,5
766,674,3
315,1065,4
868,448,2
56,597,3
429,939,4
682,1428,3
405,816,1
642,67,4
684,208,3
385,485,4
222,1089,1
896,234,4
312,863,5
223,924,1
550,846,2
286,153,5
564,930,3
44,91,2
497,82,4
101,280,3
908,488,4
417,168,4
474,523,5
373,173,5
75,952,5
22,648,4
820,748,1
899,732,3
712,294,4
561,47,4
162,1011,4
896,196,3
450,203,4
276,382,4
532,568,5
235,462,3
83,663,5
647,82,4
208,662,4
537,789,2
384,300,4
144,66,4
755,328,4
13,548,3
627,740,1
76,96,5
384,289,5
907,71,5
412,24,3
62,605,3
677,457,1
843,181,3
880,693,5
537,698,3
423,272,5
77,28,5
385,473,3
296,242,4
716,484,4
698,1115,2
466,182,4
253,216,4
449,288,3
342,1128,5
785,886,3
606,11,5
574,887,4
181,93,1
823,684,4
116,532,2
461,259,2
182,178,5
484,125,4
195,877,3
188,211,4
457,70,4
806,485,5
749,845,3
593,723,4
115,980,4
753,242,4
422,515,4
394,229,3
276,88,3
663,23,4
489,872,2
551,1314,2
919,237,4
130,379,4
625,214,4
290,520,3
306,116,5
624,271,3
406,202,3
325,357,4
693,655,3
937,515,5
270,86,4
328,237,4
194,467,5
833,445,4
277,1011,3
936,696,2
669,252,2
870,124,4
229,288,4
682,1089,2
495,637,3
178,313,5
94,135,4
180,202,3
846,601,5
731,1269,3
96,194,2
663,1059,2
515,905,2
109,508,4
693,742,3
260,300,3
611,303,3
725,15,4
671,255,5
201,117,2
660,1065,2
567,271,4
345,762,5
864,290,3
588,117,4
302,307,4
845,1234,4
380,527,4
452,143,3
311,183,5
922,176,3
535,179,4
549,151,3
92,431,4
312,153,2
101,278,2
719,520,5
805,145,2
665,274,3
572,476,4
853,887,2
707,723,3
489,874,2
831,327,2
145,96,5
823,28,3
413,250,3
328,55,4
669,132,4
279,129,1
504,728,3
922,380,4
151,357,5
145,312,3
70,48,4
882,168,5
354,10,5
743,276,5
49,428,5
293,751,3
903,180,5
474,756,1
846,1168,4
266,272,4
599,1278,5
630,213,2
727,163,4
766,675,3
493,201,5
622,226,4
60,671,4
382,235,5
59,79,5
303,867,3
240,300,3
938,289,1
899,566,3
385,616,4
348,1,4
588,155,5
682,276,3
590,293,3
493,833,2
731,205,1
908,216,3
312,187,5
432,508,5
7,82,3
58,9,4
293,1311,3
194,529,4
184,217,3
334,475,4
109,392,3
194,383,1
92,412,2
271,100,5
41,435,3
336,628,3
268,550,2
894,334,3
184,275,5
314,685,4
246,981,1
250,140,3
468,471,3
290,380,3
833,429,3
200,313,5
533,127,5
244,1118,4
95,210,5
896,566,4
347,1035,3
144,4,4
751,485,4
59,1009,4
768,245,2
276,436,4
13,516,5
337,1016,4
254,379,1
292,168,5
880,94,3
167,726,1
281,338,2
405,727,1
293,357,4
417,77,3
918,28,4
824,245,2
398,135,3
368,320,5
279,395,4
208,66,4
453,568,3
883,511,4
807,2,4
308,447,4
650,552,4
342,92,4
10,23,5
92,720,3
167,603,4
650,210,3
445,1534,1
829,192,5
23,679,3
670,199,4
382,137,2
524,210,3
148,204,3
880,876,4
342,591,3
561,1059,1
90,964,5
343,963,5
56,91,4
864,1135,3
334,310,3
665,357,4
881,582,1
538,97,5
145,22,5
113,273,4
96,318,5
878,794,4
654,22,5
271,642,5
529,325,3
161,276,5
181,591,4
152,162,5
524,549,4
246,56,1
82,409,1
416,79,5
303,746,4
92,722,3
196,340,3
545,388,3
62,1129,5
939,597,4
622,978,2
144,116,4
401,44,4
715,156,4
269,783,1
360,471,4
178,876,2
222,418,2
294,307,3
1,145,2
7,638,4
934,510,5
932,174,4
323,249,3
854,318,5
92,218,4
407,650,2
935,282,4
841,271,4
384,329,3
624,815,3
324,260,5
56,181,5
104,926,1
130,63,4
493,343,3
201,282,2
653,642,1
567,919,4
482,127,4
151,684,3
509,181,4
116,1254,2
42,559,2
437,152,4
534,930,4
846,693,5
450,462,4
128,210,4
619,187,5
498,164,3
308,637,3
486,1405,5
659,693,4
543,102,4
590,1014,3
272,32,4
14,921,5
587,316,4
336,1249,3
537,690,2
896,526,4
940,471,4
40,880,3
141,261,1
664,212,4
429,1048,2
361,737,4
758,684,4
343,236,5
466,56,4
496,191,5
109,230,5
208,435,5
347,928,3
375,761,3
392,873,3
274,846,2
653,679,2
122,660,3
867,188,4
879,125,5
595,330,4
698,100,2
847,740,4
919,16,4
383,531,3
405,1419,2
867,117,3
833,578,1
42,98,4
648,178,4
130,541,3
773,239,4
627,300,4
741,174,5
354,733,3
745,8,4
121,514,3
881,1177,1
655,1161,3
332,82,5
903,248,2
521,273,3
256,1042,5
148,177,2
84,477,4
56,280,4
548,887,4
429,591,3
693,96,4
846,651,3
934,602,3
102,577,3
380,97,3
327,1,4
576,137,3
13,767,1
378,82,4
345,121,3
311,176,4
675,650,5
276,709,4
655,137,4
697,118,3
497,590,2
498,664,5
717,887,5
87,132,5
788,167,3
373,1078,3
640,580,5
24,318,5
463,1163,4
6,258,2
56,596,4
395,338,4
85,712,3
254,443,3
754,286,3
198,135,5
504,205,3
76,7,4
842,268,5
185,25,4
476,738,3
301,179,3
747,584,5
413,14,5
690,25,3
308,778,3
887,473,4
426,432,3
380,186,3
409,1097,2
442,195,4
913,227,1
207,73,3
880,1001,2
297,114,5
932,1266,4
250,969,5
112,887,5
6,286,2
389,240,3
588,162,5
575,96,5
530,607,5
257,113,4
12,195,4
911,501,3
727,232,3
374,123,2
94,418,3
916,186,3
10,56,5
911,240,1
44,496,4
548,760,3
653,944,2
279,274,3
56,66,3
63,979,3
94,94,2
716,52,5
474,172,5
804,154,3
130,385,5
796,193,3
